id,name,type,frameType,race,attribute,level,atk,def,archetype,desc,image_url
52248570,Imprisoned Queen Archfiend,Effect Monster,effect,Fiend,DARK,8.0,2600.0,1700.0,Archfiend,"During each of your Standby Phases, you must pay 1000 Life Points (this is not optional), or this card is destroyed. During your Standby Phase: Target 1 Level 4 or lower Fiend-Type monster on the field; that target gains 1000 ATK until the End Phase. ""Pandemonium"" must be on the field and this card must be in your Graveyard to activate and to resolve this effect.",https://images.ygoprodeck.com/images/cards/52248570.jpg
26357901,Imprudent Intrusion,Trap Card,trap,Normal,,,,,,"Your LP must be lower than your opponent's to activate and to resolve this effect.
Activate 1 of these effects;
● Destroy 1 monster your opponent controls with ATK less than or equal to the difference in LP.
● Special Summon 1 monster from your GY with ATK less than or equal to the difference in LP.",https://images.ygoprodeck.com/images/cards/26357901.jpg
84941194,"Imsety, Glory of Horus",Effect Monster,effect,Spellcaster,DARK,8.0,3000.0,1800.0,Horus,"If you control ""King's Sarcophagus"", you can Special Summon this card (from your GY). You can only Special Summon ""Imsety, Glory of Horus"" once per turn this way. You can only use each of the following effects of ""Imsety, Glory of Horus"" once per turn. You can send 2 cards from your hand to the GY, including this card; add 1 ""King's Sarcophagus"" from your Deck to your hand, then you can draw 1 card. If another card(s) you control leaves the field by an opponent's card effect, while this card is in your Monster Zone (except during the Damage Step): You can send 1 card on the field to the GY.",https://images.ygoprodeck.com/images/cards/84941194.jpg
91668078,In Papa's Footsteps,Spell Card,spell,Quick-Play,,,,,,"If a card(s) is sent to the GY, except ""In Papa's Footsteps"": Banish up to 5 cards from your GY, face-down, then if 7 or more of your cards are currently banished face-down, your opponent banishes as many cards as possible from their GY (max. 5) face-down.",https://images.ygoprodeck.com/images/cards/91668078.jpg
77084837,Inaba White Rabbit,Spirit Monster,effect,Beast,EARTH,3.0,700.0,500.0,,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. This monster attacks your opponent's Life Points directly.,https://images.ygoprodeck.com/images/cards/77084837.jpg
62953041,Inari Fire,Effect Monster,effect,Pyro,FIRE,4.0,1500.0,200.0,,"You can only control 1 ""Inari Fire"". If you control a Spellcaster-Type monster, you can Special Summon this card (from your hand). Once per turn, during your next Standby Phase after this face-up card on the field was destroyed by a card effect and sent to the Graveyard: Special Summon it from your Graveyard.",https://images.ygoprodeck.com/images/cards/62953041.jpg
33031674,Incandescent Ordeal,Spell Card,spell,Ritual,,,,,,"This card is used to Ritual Summon ""Legendary Flame Lord"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.",https://images.ygoprodeck.com/images/cards/33031674.jpg
91946859,Incarnated Machine Angel,Spell Card,spell,Continuous,,,,,Cyber Angel,"Your ""Cyber Angel"" Ritual Monsters cannot be destroyed by battle. When you take damage by battle or an opponent's card effect: You can Tribute 1 ""Cyber Angel"" Ritual Monster from your hand or field; Special Summon 1 ""Cyber Angel"" Ritual Monster from your hand. (This is treated as a Ritual Summon.) You can only use this effect of ""Incarnated Machine Angel"" once per turn.",https://images.ygoprodeck.com/images/cards/91946859.jpg
94661166,Incoming Machine!,Spell Card,spell,Normal,,,,,,"Add 1 monster that mentions ""Max Metalmorph"" or 1 ""Metalmorph"" Trap from your Deck or GY to your hand. If you control a ""Metalmorph"" Trap: You can banish this card from your GY, then target 1 Defense Position monster your opponent controls; change it to face-up Attack Position. You can only use this effect of ""Incoming Machine!"" once per turn.",https://images.ygoprodeck.com/images/cards/94661166.jpg
55273560,"Incredible Ecclesia, the Virtuous",Tuner Monster,effect,Spellcaster,LIGHT,4.0,1500.0,1500.0,,"If your opponent controls more monsters than you do, you can Special Summon this card (from your hand). You can only Special Summon ""Incredible Ecclesia, the Virtuous"" once per turn this way. You can only use each of the following effects of ""Incredible Ecclesia, the Virtuous"" once per turn. During the Main Phase (Quick Effect): You can Tribute this card; Special Summon 1 ""Swordsoul"" monster or 1 ""Fallen of Albaz"" from your hand or Deck. During the End Phase, if a Fusion Monster(s) was sent to your GY this turn: Add this card from the GY to your hand.",https://images.ygoprodeck.com/images/cards/55273560.jpg
16699558,Indigo-Eyes Silver Dragon,XYZ Monster,xyz,Dragon,LIGHT,8.0,4000.0,0.0,,"2 Level 8 Dragon monsters
Cannot attack directly unless this card has a Normal Monster as material. You can only use each of the following effects of ""Indigo-Eyes Silver Dragon"" once per turn. If this card is Xyz Summoned: You can negate the effects of all face-up cards your opponent currently controls. You can detach 1 material from this card, then target 1 Normal Monster in your GY or banishment; Special Summon it, and if you do, it gains 1000 ATK.",https://images.ygoprodeck.com/images/cards/16699558.jpg
3775068,Indiora Doom Volt the Cubic Emperor,Effect Monster,effect,Fairy,LIGHT,4.0,0.0,0.0,Cubic,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 3 ""Cubic"" monsters you control to the Graveyard, and cannot be Special Summoned by other ways. If Summoned this way, this card gains 2400 ATK. If this card is Special Summoned from the hand: Inflict 800 damage to your opponent. If this card in your possession is sent to your Graveyard by your opponent's card (by battle or card effect): You can target up to 3 ""Cubic"" monsters in your Graveyard; Special Summon them, then you can add 1 ""Cubic"" card from your Deck or Graveyard to your hand.",https://images.ygoprodeck.com/images/cards/3775068.jpg
84173492,Indomitable Fighter Lei Lei,Effect Monster,effect,Beast-Warrior,EARTH,4.0,2300.0,0.0,,"If this card attacks, it is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect.",https://images.ygoprodeck.com/images/cards/84173492.jpg
55136228,Indomitable Gladiator Beast,Spell Card,spell,Quick-Play,,,,,Gladiator Beast,"Target face-up ""Gladiator Beast"" monster you control gains 500 ATK until the End Phase. While this card is in your Graveyard, you can return 2 ""Gladiator Beast"" cards from your Graveyard to the Deck to return this card to your hand.",https://images.ygoprodeck.com/images/cards/55136228.jpg
68077936,Induced Explosion,Trap Card,trap,Normal,,,,,,"When a card(s) you control is destroyed by a Spell effect (except during the Damage Step): Target 1 card your opponent controls; destroy it. During either player's turn, except the turn this card was sent to the Graveyard, when a card(s) you control is destroyed by a Spell effect (except during the Damage Step): You can banish this card from your Graveyard, then target 1 card your opponent controls; destroy it.",https://images.ygoprodeck.com/images/cards/68077936.jpg
82773292,Indulged Darklord,Effect Monster,effect,Fairy,DARK,4.0,1600.0,0.0,Darklord,"If this card is Normal or Special Summoned: You can take 2 ""Darklord"" monsters from your hand or Deck with different Levels, except ""Indulged Darklord"", Special Summon 1 of them to your opponent's field in Defense Position and add the other to your hand, also you cannot activate monster effects for the rest of this turn, except Fairy monsters. You can only use this effect of ""Indulged Darklord"" once per turn.",https://images.ygoprodeck.com/images/cards/82773292.jpg
6430659,Infected Mail,Spell Card,spell,Continuous,,,,,,Once per turn: You can target 1 Level 4 or lower monster you control; it can attack your opponent directly this turn. Send it to the Graveyard at the end of the Battle Phase.,https://images.ygoprodeck.com/images/cards/6430659.jpg
47754278,Infernal Dragon,Effect Monster,effect,Dragon,DARK,4.0,2000.0,0.0,,"Once per turn, during the End Phase, if this card attacked this turn: Destroy this card. When this card on the field is destroyed and sent to the GY: You can Tribute 1 monster; Special Summon this card from the GY.",https://images.ygoprodeck.com/images/cards/47754278.jpg
29423048,Infernal Flame Banshee,XYZ Monster,xyz,Pyro,FIRE,4.0,1700.0,600.0,,"2 Level 4 monsters
You can detach 1 material from this card; take 1 Pyro monster from your Deck and either add it to your hand or send it to the GY. If this card is banished and you control a Pyro monster: You can Special Summon this card, and if you do, it gains ATK equal to the number of your currently banished monsters x 100 until the end of this turn. You can only use each effect of ""Infernal Flame Banshee"" once per turn.",https://images.ygoprodeck.com/images/cards/29423048.jpg
19847532,Infernal Flame Emperor,Effect Monster,effect,Pyro,FIRE,9.0,2700.0,1600.0,,"This card cannot be Special Summoned. When this card is Tribute Summoned, you can remove from play up to 5 FIRE monsters in your Graveyard. Destroy a number of Spell/Trap Cards on the field equal to the number of monsters removed from play for this effect.",https://images.ygoprodeck.com/images/cards/19847532.jpg
58712976,Infernal Flame Vixen,XYZ Monster,xyz,Pyro,FIRE,4.0,2200.0,2000.0,,"2 Pyro-Type Level 4 monsters
Once per turn: You can detach 1 Xyz Material from this card; this card gains 500 ATK until your opponent's End Phase. When this card with 2500 or more ATK is destroyed: Target 3 monsters in any Graveyard(s); banish those targets.",https://images.ygoprodeck.com/images/cards/58712976.jpg
23309606,Infernal Incinerator,Effect Monster,effect,Fiend,FIRE,6.0,2800.0,1800.0,,This card can only be Normal Summoned or Set by discarding all other card(s) in your hand and Tributing 1 card you control with 2000 or more ATK. This card gains 200 ATK for each monster your opponent controls. This card loses 500 ATK for each other monster you control.,https://images.ygoprodeck.com/images/cards/23309606.jpg
28653611,Infernal Punisher,Spell Card,spell,Normal,,,,,,"Activate 1 of these effects (but you can only use each effect of ""Infernal Punisher"" once per turn);
● Add 1 WATER Dinosaur monster from your Deck to your hand, then you can Special Summon it if your opponent controls a monster.
● Tribute 1 monster; Special Summon 1 Level 6 or higher FIRE monster from your hand, Deck, or GY, but negate its effects if it is a non-Fiend monster.",https://images.ygoprodeck.com/images/cards/28653611.jpg
8581705,Infernalqueen Archfiend,Effect Monster,effect,Fiend,FIRE,4.0,900.0,1500.0,Archfiend,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. As long as this card remains on the field, during each Standby Phase, increase the ATK of 1 Archfiend Monster Card by 1000 points until the End Phase.",https://images.ygoprodeck.com/images/cards/8581705.jpg
27882993,Infernalqueen Salmon,Effect Monster,effect,Fish,WATER,5.0,2400.0,1000.0,,"If this card is Normal or Special Summoned: You can Special Summon 1 Fish Normal Monster from your hand, Deck, or GY. If this card is destroyed by battle, or if this card in its owner's possession is destroyed by an opponent's card effect: You can Special Summon any number of ""Vilepawn Salmon Tokens"" (Fish/WATER/Level 1/ATK 0/DEF 0). You can only use each effect of ""Infernalqueen Salmon"" once per turn.",https://images.ygoprodeck.com/images/cards/27882993.jpg
18724123,Infernity Archer,Effect Monster,effect,Fiend,DARK,6.0,2000.0,1000.0,Infernity,"If you have no cards in your hand, this card can attack your opponent directly.",https://images.ygoprodeck.com/images/cards/18724123.jpg
99177923,Infernity Archfiend,Effect Monster,effect,Fiend,DARK,4.0,1800.0,1200.0,Archfiend,"When you draw this card, if you have no other cards in your hand: You can reveal this card; Special Summon this card from your hand. When this card is Special Summoned: You can add 1 ""Infernity"" card from your Deck to your hand. You must have no cards in your hand to activate and to resolve this effect.",https://images.ygoprodeck.com/images/cards/99177923.jpg
85475641,Infernity Avenger,Tuner Monster,effect,Fiend,DARK,1.0,0.0,0.0,Infernity,"When a monster you control, except ""Infernity Avenger"", is destroyed by battle with an opponent's monster and sent to the Graveyard, while you have no cards in your hand, you can Special Summon this card from your Graveyard. In that case, the Level of this card is equal to the Level of your destroyed monster.",https://images.ygoprodeck.com/images/cards/85475641.jpg
9059700,Infernity Barrier,Trap Card,trap,Counter,,,,,Infernity,"When your opponent activates a Spell/Trap Card, or monster effect, while you control a face-up Attack Position ""Infernity"" monster and have no cards in your hand: Negate the activation, and if you do, destroy that card.",https://images.ygoprodeck.com/images/cards/9059700.jpg
7264861,Infernity Beast,Effect Monster,effect,Beast,DARK,3.0,1600.0,1200.0,Infernity,"If this card attacks while you have no cards in your hand, your opponent cannot activate any Spell or Trap Cards until after the Damage Step.",https://images.ygoprodeck.com/images/cards/7264861.jpg
49080532,Infernity Beetle,Tuner Monster,effect,Insect,DARK,2.0,1200.0,0.0,Infernity,"While you have no cards in your hand, you can Tribute this card to Special Summon up to 2 ""Infernity Beetle"" from your Deck.",https://images.ygoprodeck.com/images/cards/49080532.jpg
51717541,Infernity Break,Trap Card,trap,Normal,,,,,Infernity,"If you have no cards in your hand: Target 1 ""Infernity"" card in your Graveyard and 1 card your opponent controls; banish the first target, and if you do, destroy the second target.",https://images.ygoprodeck.com/images/cards/51717541.jpg
48144778,Infernity Conjurer,Effect Monster,effect,Fiend,DARK,3.0,1200.0,900.0,Infernity,"While you have no cards in your hand, monsters your opponent controls lose 800 ATK. While you have no cards in your hand and this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use this effect of ""Infernity Conjurer"" once per turn.",https://images.ygoprodeck.com/images/cards/48144778.jpg
98954375,Infernity Destroyer,Effect Monster,effect,Fiend,DARK,6.0,2300.0,1000.0,Infernity,When this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict 1600 damage to your opponent. You must have no cards in your hand to activate and to resolve this effect.,https://images.ygoprodeck.com/images/cards/98954375.jpg
38904695,Infernity Doom Archfiend,Synchro Monster,synchro,Fiend,DARK,6.0,2200.0,1600.0,Infernity,"1 Tuner + 1+ non-Tuner monsters
Once per turn: You can target 1 face-up card on the field; negate its effects (until the end of this turn), then if you have no cards in your hand, you can destroy it. While you have no cards in your hand, if this card battles an opponent's monster, any battle damage this card inflicts to your opponent is doubled. A DARK Synchro Monster that was Summoned using this card as material can make up to 2 attacks on monsters during each Battle Phase.",https://images.ygoprodeck.com/images/cards/38904695.jpg
72896720,Infernity Doom Dragon,Synchro Monster,synchro,Dragon,DARK,8.0,3000.0,2400.0,Infernity,"1 DARK Tuner + 1 or more non-Tuner monsters
Once per turn, if you have no cards in your hand, you can select 1 monster your opponent controls. Destroy that monster and inflict damage to your opponent equal to half its ATK. This card cannot attack during the same turn you activate this effect.",https://images.ygoprodeck.com/images/cards/72896720.jpg
25171661,Infernity Dwarf,Effect Monster,effect,Warrior,DARK,2.0,800.0,500.0,Infernity,"While you have no cards in your hand, if a monster you control attacks a Defense Position monster, inflict piercing battle damage to your opponent.",https://images.ygoprodeck.com/images/cards/25171661.jpg
18712704,Infernity Force,Trap Card,trap,Normal,,,,,Infernity,"Activate only when an ""Infernity"" monster is selected as an attack target while you have no cards in your hand. Destroy the attacking monster and Special Summon 1 ""Infernity"" monster from your Graveyard.",https://images.ygoprodeck.com/images/cards/18712704.jpg
17502671,Infernity General,Effect Monster,effect,Fiend,DARK,7.0,2700.0,1500.0,Infernity,"If you have no cards in your hand: You can banish this card from your Graveyard to target 2 Level 3 or lower ""Infernity"" monsters in your Graveyard; Special Summon them from the Graveyard, but their effects are negated.",https://images.ygoprodeck.com/images/cards/17502671.jpg
51566770,Infernity Guardian,Effect Monster,effect,Fiend,DARK,4.0,1200.0,1700.0,Infernity,"While you have no cards in your hand, this face-up card cannot be destroyed by battle or by card effects.",https://images.ygoprodeck.com/images/cards/51566770.jpg
14550855,Infernity Inferno,Trap Card,trap,Normal,,,,,Infernity,"Discard up to 2 cards, and send the same number of ""Infernity"" cards from your Deck to the Graveyard.",https://images.ygoprodeck.com/images/cards/14550855.jpg
71341529,Infernity Knight,Effect Monster,effect,Fiend,DARK,3.0,1400.0,400.0,Infernity,When this card on the field is destroyed and sent to the Graveyard: You can discard 2 cards; Special Summon this card from the Graveyard.,https://images.ygoprodeck.com/images/cards/71341529.jpg
66957584,Infernity Launcher,Spell Card,spell,Continuous,,,,,Infernity,"Once per turn: You can send 1 ""Infernity"" monster from your hand to the Graveyard. You can send this card to the Graveyard, then target up to 2 ""Infernity"" monsters in your Graveyard; Special Summon them. You must have no cards in your hand to activate and to resolve this effect.",https://images.ygoprodeck.com/images/cards/66957584.jpg
86197239,Infernity Mirage,Effect Monster,effect,Fiend,DARK,1.0,0.0,0.0,Infernity,"This card cannot be Special Summoned from the Graveyard. If you have no cards in your hand, you can Tribute this card to select 2 ""Infernity"" monsters in your Graveyard. Special Summon those monsters.",https://images.ygoprodeck.com/images/cards/86197239.jpg
56209279,Infernity Necromancer,Effect Monster,effect,Fiend,DARK,3.0,0.0,2000.0,Infernity,"When this card is Normal Summoned, it is changed to Defense Position. If you have no cards in your hand, this card gains the following effect: Once per turn, you can select 1 ""Infernity"" monster in your Graveyard, except ""Infernity Necromancer"", and Special Summon it.",https://images.ygoprodeck.com/images/cards/56209279.jpg
86547356,Infernity Paranoia,Spell Card,spell,Normal,,,,,Infernity,"Tribute 1 DARK monster; Special Summon 1 ""Infernity"" monster from your Deck or GY with the same Level but a different name, but negate its effects. During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY, then target 1 ""Infernity"" monster in your GY; add it to your hand. You can only activate 1 ""Infernity Paranoia"" per turn.",https://images.ygoprodeck.com/images/cards/86547356.jpg
54320860,Infernity Patriarch,Effect Monster,effect,Fiend,DARK,4.0,1000.0,2000.0,Infernity,"If this is the only card in your hand, you can Special Summon it (from your hand). You can only Special Summon ""Infernity Patriarch"" once per turn this way. While you have no cards in your hand, if an ""Infernity"" monster(s) you control would be destroyed by battle or card effect, you can banish this card from your GY instead.",https://images.ygoprodeck.com/images/cards/54320860.jpg
82434071,Infernity Pawn,Effect Monster,effect,Fiend,DARK,1.0,0.0,0.0,Infernity,"During your Draw Phase, if you have no cards in your hand, instead of conducting your normal draw: You can banish this card from your GY, then activate 1 of these effects;
● Place 1 ""Infernity"" card from your Deck on top of your Deck.
● Set 1 ""Void"" Spell/Trap directly from your Deck.",https://images.ygoprodeck.com/images/cards/82434071.jpg
53246495,Infernity Queen,Effect Monster,effect,Fiend,DARK,3.0,300.0,900.0,Infernity,"If you have no cards in your hand and this card is in your GY: You can banish 1 DARK monster from your GY, then target 1 DARK monster you control; it can attack directly this turn. You can only use this effect of ""Infernity Queen"" once per turn.",https://images.ygoprodeck.com/images/cards/53246495.jpg
13582837,Infernity Randomizer,Effect Monster,effect,Warrior,DARK,1.0,900.0,0.0,Infernity,"Once per turn, while you have no cards in your hand, you can draw 1 card and reveal it. For a Monster Card drawn with this effect, inflict damage to your opponent equal to the Level of that monster x 200. For a Spell or Trap Card, you take 500 damage.",https://images.ygoprodeck.com/images/cards/13582837.jpg
15313433,Infernity Reflector,Trap Card,trap,Normal,,,,,Infernity,"Activate only by discarding all the cards in your hand when an ""Infernity"" monster you control is destroyed by battle and sent to the Graveyard. Select and Special Summon that monster from your Graveyard, and inflict 1000 damage to your opponent.",https://images.ygoprodeck.com/images/cards/15313433.jpg
46435376,Infernity Sage,Tuner Monster,effect,Fiend,DARK,2.0,400.0,800.0,Infernity,"During your Main Phase: You can discard your entire hand. If this card is sent to the GY: You can send 1 ""Infernity"" monster from your Deck to the GY. You must have no cards in your hand to activate and to resolve this effect. You can only use each effect of ""Infernity Sage"" once per turn.",https://images.ygoprodeck.com/images/cards/46435376.jpg
12541409,Infernity Suppression,Trap Card,trap,Normal,,,,,Infernity,"If you have no cards in your hand, you can activate this card the turn it was Set. When your opponent activates a monster effect while you control an ""Infernity"" monster: Negate the effect, then, you can inflict damage to your opponent equal to the activating monster's Level x 100. You can only activate 1 ""Infernity Suppression"" per turn.",https://images.ygoprodeck.com/images/cards/12541409.jpg
74148483,Infernity Wildcat,Tuner Monster,effect,Fiend,DARK,3.0,1400.0,0.0,Infernity,"You can Special Summon this card (from your hand) by sending 1 other ""Infernity"" monster in your hand to the GY. You can only Special Summon ""Infernity Wildcat"" once per turn this way. While you have no cards in your hand: You can banish 1 ""Infernity"" monster from your GY; increase or decrease the Level of this card by 1 until the end of this turn. You can only use this effect of ""Infernity Wildcat"" once per turn.",https://images.ygoprodeck.com/images/cards/74148483.jpg
74823665,Inferno,Effect Monster,effect,Pyro,FIRE,4.0,1100.0,1900.0,,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 FIRE monster from your GY. If this card destroys an opponent's monster by battle and sends it to the GY: Inflict 1500 damage to your opponent.,https://images.ygoprodeck.com/images/cards/74823665.jpg
52684508,Inferno Fire Blast,Spell Card,spell,Normal,,,,,Red-Eyes,"Target 1 ""Red-Eyes B. Dragon"" in your Monster Zone; inflict damage to your opponent equal to its original ATK. ""Red-Eyes B. Dragon"" cannot attack the turn you activate this card.",https://images.ygoprodeck.com/images/cards/52684508.jpg
17185260,Inferno Hammer,Effect Monster,effect,Fiend,DARK,6.0,2400.0,0.0,,"When this card destroys your opponent's monster and sends it to the Graveyard as a result of battle, you can select 1 face-up monster on your opponent's side of the field and flip it into face-down Defense Position.",https://images.ygoprodeck.com/images/cards/17185260.jpg
62767644,Inferno of the Ashened,Spell Card,spell,Continuous,,,,,Ashened,"When this card is activated: You can place 1 ""Obsidim, the Ashened City"" from your Deck, face-up in either Field Zone. You can target 1 face-up card your opponent controls and 1 Level 8 or higher DARK Pyro monster in your GY; send that card on the field to the GY, and if you do, Special Summon that other monster from your GY to your opponent's field in Defense Position. You can only use this effect of ""Inferno of the Ashened"" once per turn. You can only activate 1 ""Inferno of the Ashened"" per turn.",https://images.ygoprodeck.com/images/cards/62767644.jpg
12247206,Inferno Reckless Summon,Spell Card,spell,Quick-Play,,,,,,"When exactly 1 monster with 1500 or less ATK is Special Summoned to your field while your opponent controls a face-up monster: Special Summon as many monsters as possible with the same name as the Summoned monster, from your hand, Deck, and Graveyard, in Attack Position, also your opponent Special Summons as many monsters as possible with the same name as 1 of their face-up monsters, from their hand, Deck, and Graveyard.",https://images.ygoprodeck.com/images/cards/12247206.jpg
14391920,Inferno Tempest,Spell Card,spell,Quick-Play,,,,,,"When you take 3000 or more Battle Damage from 1 attack, you can activate this card. Remove all monsters in each player's Deck and Graveyard from play.",https://images.ygoprodeck.com/images/cards/14391920.jpg
56824871,Infernoble Knight - Renaud,Effect Monster,effect,Warrior,FIRE,1.0,500.0,500.0,Noble Knight,"If you control a FIRE Warrior monster, you can Special Summon this card (from your hand). If Summoned this way, treat this card as a Tuner. You can only Special Summon ""Infernoble Knight - Renaud"" once per turn this way. If this card is Special Summoned: You can target 1 of your FIRE Warrior monsters, or 1 of your Equip Spells, that is banished or in your GY, except ""Infernoble Knight - Renaud""; add it to your hand. You can only use this effect of ""Infernoble Knight - Renaud"" once per turn.",https://images.ygoprodeck.com/images/cards/56824871.jpg
81570454,Infernoble Knight - Roland,Effect Monster,effect,Warrior,FIRE,1.0,500.0,500.0,Noble Knight,"(Quick Effect): You can target 1 face-up monster you control; equip this card from your hand to that target as an Equip Spell that gives that card 500 ATK. During the End Phase, if this card is in the GY because it was sent there this turn: You can add 1 FIRE Warrior monster, except ""Infernoble Knight - Roland"", or 1 Equip Spell from your Deck to your hand. You can only use each effect of ""Infernoble Knight - Roland"" once per turn.",https://images.ygoprodeck.com/images/cards/81570454.jpg
95953557,Infernoble Knight Astolfo,Effect Monster,effect,Warrior,FIRE,1.0,500.0,200.0,Noble Knight,"You can banish 1 FIRE Warrior monster from your hand or GY; Special Summon this card from your hand, then you can make this card's Level become the Level of that banished monster. You can banish this card from your GY; Special Summon this banished card during your second Standby Phase after this effect's activation, then you can Special Summon 1 of your FIRE Warrior monsters that is banished or in your GY. You can only use each effect of ""Infernoble Knight Astolfo"" once per Duel.",https://images.ygoprodeck.com/images/cards/95953557.jpg
65398390,Infernoble Knight Captain Oliver,Synchro Monster,synchro,Warrior,FIRE,5.0,2000.0,500.0,Infernoble Knight,"1 Tuner + 1+ non-Tuner monsters
When this card declares an attack while equipped: You can target 1 face-up card on the field; destroy it. During your Main Phase, except the turn this card was sent to the GY: You can target 1 Warrior monster you control; Special Summon this card from your GY as a Tuner, and if you do, equip that monster you control to this card as an Equip Spell that gives it 500 ATK. You can only use this effect of ""Infernoble Knight Captain Oliver"" once per turn.",https://images.ygoprodeck.com/images/cards/65398390.jpg
40251688,Infernoble Knight Captain Roland,Synchro Tuner Monster,synchro,Warrior,FIRE,5.0,2000.0,500.0,Noble Knight,"1 Tuner + 1+ non-Tuner monsters
If this card is Synchro Summoned: You can activate this effect; during the End Phase of this turn, send 1 Equip Spell from your Deck to the GY, then add 1 Warrior monster from your Deck to your hand. During the Main Phase, if this card is in your GY (Quick Effect): You can target 1 Warrior monster you control; equip this card to that monster you control as an Equip Spell that gives it 500 ATK. You can only use each effect of ""Infernoble Knight Captain Roland"" once per turn.",https://images.ygoprodeck.com/images/cards/40251688.jpg
77656797,Infernoble Knight Emperor Charles,Synchro Monster,synchro,Warrior,FIRE,9.0,3000.0,200.0,Noble Knight,"1 Tuner + 1+ non-Tuner monsters
If an Equip Card becomes equipped to a monster on the field, even during the Damage Step: You can destroy 1 card on the field. During the End Phase: You can equip 1 Equip Spell from your hand or GY to this card, then you can equip 1 FIRE Warrior monster from your Deck to this card as an Equip Spell that gives it 500 ATK. You can only use each effect of ""Infernoble Knight Emperor Charles"" once per turn.",https://images.ygoprodeck.com/images/cards/77656797.jpg
94730900,Infernoble Knight Maugis,Effect Monster,effect,Warrior,FIRE,4.0,1500.0,1000.0,Noble Knight,"While this card is an Equip Card, the equipped monster cannot be destroyed by battle. You can only use each of the following effects of ""Infernoble Knight Maugis"" once per turn. If this card is sent to the GY: You can shuffle into the Deck, 3 of your other FIRE Warrior monsters and/or ""Noble Arms"" cards that are banished or in your GY; draw 1 card. If this card is in your GY: You can target 1 Warrior monster you control; equip this card to that monster you control.",https://images.ygoprodeck.com/images/cards/94730900.jpg
21351206,Infernoble Knight Ogier,Effect Monster,effect,Warrior,FIRE,4.0,1500.0,2000.0,Noble Knight,"While this card is an Equip Card, the equipped monster cannot be destroyed by card effects. You can only use each of the following effects of ""Infernoble Knight Ogier"" once per turn. If this card is Normal or Special Summoned: You can send 1 ""Noble Arms"" card, or 1 FIRE Warrior monster except ""Infernoble Knight Ogier"", from your Deck to the GY. If this card is in your GY: You can target 1 Warrior monster you control; equip this card to that monster you control.",https://images.ygoprodeck.com/images/cards/21351206.jpg
58346901,Infernoble Knight Oliver,Tuner Monster,effect,Warrior,FIRE,4.0,1000.0,1500.0,Noble Knight,"While this card is an Equip Card, your opponent cannot target the equipped monster with card effects. You can only use each of the following effects of ""Infernoble Knight Oliver"" once per turn. You can send 1 FIRE Warrior monster or 1 Equip Spell from your hand or face-up field to the GY; Special Summon this card from your hand as a Level 1 monster. If this card is in your GY: You can target 1 Warrior monster you control; equip this card to that monster you control.",https://images.ygoprodeck.com/images/cards/58346901.jpg
53404966,Infernoble Knight Ricciardetto,Tuner Monster,effect,Warrior,FIRE,1.0,500.0,0.0,Infernoble Knight,"You can banish this card from your hand or GY; Special Summon 1 Level 4 or lower FIRE Warrior monster from your hand as a Tuner. If this card is Normal or Special Summoned: You can target 1 Level 4 or lower FIRE Warrior monster in your GY, except ""Infernoble Knight Ricciardetto""; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Warrior monsters. You can only use 1 ""Infernoble Knight Ricciardetto"" effect per turn, and only once that turn.",https://images.ygoprodeck.com/images/cards/53404966.jpg
89809665,Infernoble Knight Turpin,Effect Monster,effect,Warrior,FIRE,4.0,1400.0,1700.0,Infernoble Knight,"While this card is an Equip Card, the equipped monster can be treated as a Tuner if used as Synchro Material. You can only use each of the following effects of ""Infernoble Knight Turpin"" once per turn. If you control a monster equipped with an Equip Card: You can Special Summon this card from your hand or GY, but if you Summon it from the GY, banish it when it leaves the field. If this card is in your GY: You can target 1 Warrior monster you control; equip this card to that monster you control as an Equip Spell.",https://images.ygoprodeck.com/images/cards/89809665.jpg
26034577,Infernoid Antra,Effect Monster,effect,Fiend,FIRE,2.0,0.0,2000.0,Infernoid,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 ""Infernoid"" monster from your hand or Graveyard while the total Levels and Ranks of all Effect Monsters you control are 8 or lower, and cannot be Special Summoned by other ways. Once per turn: You can target 1 face-up card your opponent controls; return it to the hand. Once per turn, during your opponent's turn: You can Tribute 1 monster, then target 1 card in your opponent's Graveyard; banish it (this is a Quick Effect).",https://images.ygoprodeck.com/images/cards/26034577.jpg
